Date,Temperature,Site,month,day,year,DayOfYear
7/8/2008,9.408333333,NF Campbell,7,8,2008,190
7/9/2008,9.265520833,NF Campbell,7,9,2008,191
7/10/2008,9.845520833,NF Campbell,7,10,2008,192
7/11/2008,9.756041667,NF Campbell,7,11,2008,193
7/12/2008,10.4015625,NF Campbell,7,12,2008,194
7/13/2008,10.1171875,NF Campbell,7,13,2008,195
7/14/2008,9.861145833,NF Campbell,7,14,2008,196
7/15/2008,10.61854167,NF Campbell,7,15,2008,197
7/16/2008,10.30833333,NF Campbell,7,16,2008,198
7/17/2008,10.35145833,NF Campbell,7,17,2008,199
7/18/2008,9.215416667,NF Campbell,7,18,2008,200
7/19/2008,9.665625,NF Campbell,7,19,2008,201
7/20/2008,10.046875,NF Campbell,7,20,2008,202
7/21/2008,9.654791667,NF Campbell,7,21,2008,203
7/22/2008,8.979791667,NF Campbell,7,22,2008,204
7/23/2008,9.031145833,NF Campbell,7,23,2008,205
7/24/2008,8.298854167,NF Campbell,7,24,2008,206
7/25/2008,8.7734375,NF Campbell,7,25,2008,207
7/26/2008,9.6215625,NF Campbell,7,26,2008,208
7/27/2008,9.480520833,NF Campbell,7,27,2008,209
7/28/2008,8.904270833,NF Campbell,7,28,2008,210
7/29/2008,9.8403125,NF Campbell,7,29,2008,211
7/30/2008,10.47416667,NF Campbell,7,30,2008,212
7/31/2008,10.90010417,NF Campbell,7,31,2008,213
8/1/2008,11.286875,NF Campbell,8,1,2008,214
8/2/2008,10.9240625,NF Campbell,8,2,2008,215
8/3/2008,10.69770833,NF Campbell,8,3,2008,216
8/4/2008,9.931666667,NF Campbell,8,4,2008,217
8/5/2008,9.62625,NF Campbell,8,5,2008,218
8/6/2008,10.48583333,NF Campbell,8,6,2008,219
8/7/2008,10.46510417,NF Campbell,8,7,2008,220
8/8/2008,10.13614583,NF Campbell,8,8,2008,221
8/9/2008,9.665833333,NF Campbell,8,9,2008,222
8/10/2008,9.9921875,NF Campbell,8,10,2008,223
8/11/2008,10.59114583,NF Campbell,8,11,2008,224
8/12/2008,10.01979167,NF Campbell,8,12,2008,225
8/13/2008,10.13708333,NF Campbell,8,13,2008,226
8/14/2008,9.812395833,NF Campbell,8,14,2008,227
8/15/2008,10.12125,NF Campbell,8,15,2008,228
8/16/2008,10.52802083,NF Campbell,8,16,2008,229
8/17/2008,10.26666667,NF Campbell,8,17,2008,230
8/18/2008,9.929166667,NF Campbell,8,18,2008,231
8/19/2008,10.014375,NF Campbell,8,19,2008,232
8/20/2008,10.76135417,NF Campbell,8,20,2008,233
8/21/2008,11.67104167,NF Campbell,8,21,2008,234
8/22/2008,10.8084375,NF Campbell,8,22,2008,235
8/23/2008,10.54604167,NF Campbell,8,23,2008,236
8/24/2008,10.04677083,NF Campbell,8,24,2008,237
8/25/2008,10.4740625,NF Campbell,8,25,2008,238
8/26/2008,10.57947917,NF Campbell,8,26,2008,239
8/27/2008,10.25375,NF Campbell,8,27,2008,240
8/28/2008,10.19770833,NF Campbell,8,28,2008,241
8/29/2008,10.21291667,NF Campbell,8,29,2008,242
8/30/2008,10.04729167,NF Campbell,8,30,2008,243
7/1/2009,12.82948958,NF Campbell,7,1,2009,182
7/2/2009,13.0179375,NF Campbell,7,2,2009,183
7/3/2009,13.05292708,NF Campbell,7,3,2009,184
7/4/2009,13.18732292,NF Campbell,7,4,2009,185
7/5/2009,13.80592708,NF Campbell,7,5,2009,186
7/6/2009,14.77077083,NF Campbell,7,6,2009,187
7/7/2009,15.353125,NF Campbell,7,7,2009,188
7/8/2009,15.82947917,NF Campbell,7,8,2009,189
7/9/2009,15.55222917,NF Campbell,7,9,2009,190
7/10/2009,15.28166667,NF Campbell,7,10,2009,191
7/11/2009,14.81989583,NF Campbell,7,11,2009,192
7/12/2009,14.75686458,NF Campbell,7,12,2009,193
7/13/2009,15.28172917,NF Campbell,7,13,2009,194
7/14/2009,14.93894792,NF Campbell,7,14,2009,195
7/15/2009,14.1388125,NF Campbell,7,15,2009,196
7/16/2009,14.82423958,NF Campbell,7,16,2009,197
7/17/2009,14.81289583,NF Campbell,7,17,2009,198
7/18/2009,13.79302083,NF Campbell,7,18,2009,199
7/19/2009,12.78671875,NF Campbell,7,19,2009,200
7/20/2009,12.4306875,NF Campbell,7,20,2009,201
7/21/2009,11.9540625,NF Campbell,7,21,2009,202
7/22/2009,11.04440625,NF Campbell,7,22,2009,203
7/23/2009,10.650625,NF Campbell,7,23,2009,204
7/24/2009,10.67615625,NF Campbell,7,24,2009,205
7/25/2009,10.81409375,NF Campbell,7,25,2009,206
7/26/2009,10.92272917,NF Campbell,7,26,2009,207
7/27/2009,11.54089583,NF Campbell,7,27,2009,208
7/28/2009,12.40751042,NF Campbell,7,28,2009,209
7/29/2009,13.80035417,NF Campbell,7,29,2009,210
7/30/2009,12.93490625,NF Campbell,7,30,2009,211
7/31/2009,12.22101042,NF Campbell,7,31,2009,212
8/1/2009,12.14445833,NF Campbell,8,1,2009,213
8/2/2009,12.1745625,NF Campbell,8,2,2009,214
8/3/2009,12.49132292,NF Campbell,8,3,2009,215
8/4/2009,12.50436458,NF Campbell,8,4,2009,216
8/5/2009,12.38019792,NF Campbell,8,5,2009,217
8/6/2009,11.84083333,NF Campbell,8,6,2009,218
8/7/2009,12.12694792,NF Campbell,8,7,2009,219
8/8/2009,12.06846875,NF Campbell,8,8,2009,220
8/9/2009,12.0173125,NF Campbell,8,9,2009,221
8/10/2009,12.41046875,NF Campbell,8,10,2009,222
8/11/2009,12.7285,NF Campbell,8,11,2009,223
8/12/2009,11.99426042,NF Campbell,8,12,2009,224
8/13/2009,11.53,NF Campbell,8,13,2009,225
8/14/2009,11.7119375,NF Campbell,8,14,2009,226
8/15/2009,11.34408333,NF Campbell,8,15,2009,227
8/16/2009,11.30317708,NF Campbell,8,16,2009,228
8/17/2009,12.32982292,NF Campbell,8,17,2009,229
8/18/2009,11.54397917,NF Campbell,8,18,2009,230
8/19/2009,11.67504167,NF Campbell,8,19,2009,231
8/20/2009,10.85978125,NF Campbell,8,20,2009,232
8/21/2009,10.63232292,NF Campbell,8,21,2009,233
8/22/2009,10.46765625,NF Campbell,8,22,2009,234
8/23/2009,10.67802083,NF Campbell,8,23,2009,235
8/24/2009,10.83216667,NF Campbell,8,24,2009,236
8/25/2009,10.61627083,NF Campbell,8,25,2009,237
8/26/2009,10.32129167,NF Campbell,8,26,2009,238
8/27/2009,11.05640625,NF Campbell,8,27,2009,239
8/28/2009,10.26722917,NF Campbell,8,28,2009,240
8/29/2009,10.81809375,NF Campbell,8,29,2009,241
8/30/2009,11.36685417,NF Campbell,8,30,2009,242
8/31/2009,11.36501042,NF Campbell,8,31,2009,243
7/1/2010,10.72495833,NF Campbell,7,1,2010,182
7/2/2010,10.78742708,NF Campbell,7,2,2010,183
7/3/2010,10.3523125,NF Campbell,7,3,2010,184
7/4/2010,10.14341667,NF Campbell,7,4,2010,185
7/5/2010,11.01816667,NF Campbell,7,5,2010,186
7/6/2010,11.13415625,NF Campbell,7,6,2010,187
7/7/2010,10.81748958,NF Campbell,7,7,2010,188
7/8/2010,10.97869792,NF Campbell,7,8,2010,189
7/9/2010,11.39339583,NF Campbell,7,9,2010,190
7/10/2010,11.19276042,NF Campbell,7,10,2010,191
7/11/2010,9.9693125,NF Campbell,7,11,2010,192
7/12/2010,11.73173958,NF Campbell,7,12,2010,193
7/13/2010,12.04467708,NF Campbell,7,13,2010,194
7/14/2010,11.86557292,NF Campbell,7,14,2010,195
7/15/2010,12.58292708,NF Campbell,7,15,2010,196
7/16/2010,12.04516667,NF Campbell,7,16,2010,197
7/17/2010,12.35788542,NF Campbell,7,17,2010,198
7/18/2010,12.40022917,NF Campbell,7,18,2010,199
7/19/2010,11.17297917,NF Campbell,7,19,2010,200
7/20/2010,11.2371875,NF Campbell,7,20,2010,201
7/21/2010,12.08736458,NF Campbell,7,21,2010,202
7/22/2010,11.90289583,NF Campbell,7,22,2010,203
7/23/2010,12.07538542,NF Campbell,7,23,2010,204
7/24/2010,10.463,NF Campbell,7,24,2010,205
7/25/2010,9.933875,NF Campbell,7,25,2010,206
7/26/2010,10.18891667,NF Campbell,7,26,2010,207
7/27/2010,9.670447917,NF Campbell,7,27,2010,208
7/28/2010,9.486947917,NF Campbell,7,28,2010,209
7/29/2010,9.627135417,NF Campbell,7,29,2010,210
7/30/2010,10.53289583,NF Campbell,7,30,2010,211
7/31/2010,11.32202083,NF Campbell,7,31,2010,212
8/1/2010,11.83047917,NF Campbell,8,1,2010,213
8/2/2010,11.77773958,NF Campbell,8,2,2010,214
8/3/2010,11.6005625,NF Campbell,8,3,2010,215
8/4/2010,12.48339583,NF Campbell,8,4,2010,216
8/5/2010,12.02852083,NF Campbell,8,5,2010,217
8/6/2010,11.0956875,NF Campbell,8,6,2010,218
8/7/2010,10.70844792,NF Campbell,8,7,2010,219
8/8/2010,10.49467708,NF Campbell,8,8,2010,220
8/9/2010,10.87616667,NF Campbell,8,9,2010,221
8/10/2010,11.11738542,NF Campbell,8,10,2010,222
8/11/2010,10.92776042,NF Campbell,8,11,2010,223
8/12/2010,10.32011458,NF Campbell,8,12,2010,224
8/13/2010,10.32642708,NF Campbell,8,13,2010,225
8/14/2010,11.01708333,NF Campbell,8,14,2010,226
8/15/2010,11.39491667,NF Campbell,8,15,2010,227
8/16/2010,11.49910417,NF Campbell,8,16,2010,228
8/17/2010,10.74452083,NF Campbell,8,17,2010,229
8/18/2010,10.38551042,NF Campbell,8,18,2010,230
8/19/2010,10.56464583,NF Campbell,8,19,2010,231
8/20/2010,10.71794792,NF Campbell,8,20,2010,232
8/21/2010,11.35226042,NF Campbell,8,21,2010,233
8/22/2010,11.25297917,NF Campbell,8,22,2010,234
8/23/2010,11.61965625,NF Campbell,8,23,2010,235
8/24/2010,11.19496875,NF Campbell,8,24,2010,236
8/25/2010,11.14147917,NF Campbell,8,25,2010,237
8/26/2010,10.75053125,NF Campbell,8,26,2010,238
8/27/2010,10.67547917,NF Campbell,8,27,2010,239
8/28/2010,10.66163542,NF Campbell,8,28,2010,240
8/29/2010,10.57458333,NF Campbell,8,29,2010,241
8/30/2010,9.714166667,NF Campbell,8,30,2010,242
8/31/2010,9.787885417,NF Campbell,8,31,2010,243
7/1/2011,13.84,NF Campbell,7,1,2011,182
7/2/2011,11.77,NF Campbell,7,2,2011,183
7/3/2011,12.01,NF Campbell,7,3,2011,184
7/4/2011,12.21,NF Campbell,7,4,2011,185
7/5/2011,12.42,NF Campbell,7,5,2011,186
7/6/2011,13.47,NF Campbell,7,6,2011,187
7/7/2011,13.1,NF Campbell,7,7,2011,188
7/8/2011,12.32,NF Campbell,7,8,2011,189
7/9/2011,11.8,NF Campbell,7,9,2011,190
7/10/2011,12.07,NF Campbell,7,10,2011,191
7/11/2011,11.77,NF Campbell,7,11,2011,192
7/12/2011,11.65,NF Campbell,7,12,2011,193
7/13/2011,12.38,NF Campbell,7,13,2011,194
7/14/2011,12.65,NF Campbell,7,14,2011,195
7/15/2011,12.8,NF Campbell,7,15,2011,196
7/16/2011,13.99,NF Campbell,7,16,2011,197
7/17/2011,13.31,NF Campbell,7,17,2011,198
7/18/2011,13.06,NF Campbell,7,18,2011,199
7/19/2011,12.76,NF Campbell,7,19,2011,200
7/20/2011,12.48,NF Campbell,7,20,2011,201
7/21/2011,13.23,NF Campbell,7,21,2011,202
7/22/2011,13.77,NF Campbell,7,22,2011,203
7/23/2011,13.39,NF Campbell,7,23,2011,204
7/24/2011,12.03,NF Campbell,7,24,2011,205
7/25/2011,11.12,NF Campbell,7,25,2011,206
7/26/2011,10.89,NF Campbell,7,26,2011,207
7/27/2011,11.82,NF Campbell,7,27,2011,208
7/28/2011,12.71,NF Campbell,7,28,2011,209
7/29/2011,13.28,NF Campbell,7,29,2011,210
7/30/2011,13.45,NF Campbell,7,30,2011,211
7/31/2011,13.29,NF Campbell,7,31,2011,212
8/1/2011,12.06,NF Campbell,8,1,2011,213
8/2/2011,11.8,NF Campbell,8,2,2011,214
8/3/2011,10.76,NF Campbell,8,3,2011,215
8/4/2011,10.86,NF Campbell,8,4,2011,216
8/5/2011,11.39,NF Campbell,8,5,2011,217
8/6/2011,10.13,NF Campbell,8,6,2011,218
8/7/2011,9.15,NF Campbell,8,7,2011,219
8/8/2011,9.37,NF Campbell,8,8,2011,220
8/9/2011,9.14,NF Campbell,8,9,2011,221
8/10/2011,9.08,NF Campbell,8,10,2011,222
8/11/2011,9.48,NF Campbell,8,11,2011,223
8/12/2011,10.13,NF Campbell,8,12,2011,224
8/13/2011,11,NF Campbell,8,13,2011,225
8/14/2011,11.2,NF Campbell,8,14,2011,226
8/15/2011,11.31,NF Campbell,8,15,2011,227
8/16/2011,11.11,NF Campbell,8,16,2011,228
8/17/2011,11.03,NF Campbell,8,17,2011,229
8/18/2011,10.57,NF Campbell,8,18,2011,230
8/19/2011,9.95,NF Campbell,8,19,2011,231
8/20/2011,9.61,NF Campbell,8,20,2011,232
8/21/2011,10.52,NF Campbell,8,21,2011,233
8/22/2011,10.26,NF Campbell,8,22,2011,234
8/23/2011,10.1,NF Campbell,8,23,2011,235
8/24/2011,10.01,NF Campbell,8,24,2011,236
8/25/2011,9.92,NF Campbell,8,25,2011,237
8/26/2011,9.67,NF Campbell,8,26,2011,238
8/27/2011,9.43,NF Campbell,8,27,2011,239
8/28/2011,9.16,NF Campbell,8,28,2011,240
8/29/2011,9.4,NF Campbell,8,29,2011,241
8/30/2011,9.75,NF Campbell,8,30,2011,242
8/31/2011,9.75,NF Campbell,8,31,2011,243
6/30/2012,9.454395833,NF Campbell,6,30,2012,182
7/1/2012,9.506614583,NF Campbell,7,1,2012,183
7/2/2012,8.802927083,NF Campbell,7,2,2012,184
7/3/2012,8.361125,NF Campbell,7,3,2012,185
7/4/2012,8.118552083,NF Campbell,7,4,2012,186
7/5/2012,7.557333333,NF Campbell,7,5,2012,187
7/6/2012,8.00825,NF Campbell,7,6,2012,188
7/7/2012,8.55140625,NF Campbell,7,7,2012,189
7/8/2012,9.080458333,NF Campbell,7,8,2012,190
7/9/2012,9.163510417,NF Campbell,7,9,2012,191
7/10/2012,8.931614583,NF Campbell,7,10,2012,192
7/11/2012,8.43196875,NF Campbell,7,11,2012,193
7/12/2012,7.677458333,NF Campbell,7,12,2012,194
7/13/2012,8.175958333,NF Campbell,7,13,2012,195
7/14/2012,9.287864583,NF Campbell,7,14,2012,196
7/15/2012,9.066833333,NF Campbell,7,15,2012,197
7/16/2012,9.409458333,NF Campbell,7,16,2012,198
7/17/2012,10.04607292,NF Campbell,7,17,2012,199
7/18/2012,11.0768125,NF Campbell,7,18,2012,200
7/19/2012,11.97920833,NF Campbell,7,19,2012,201
7/20/2012,11.69441667,NF Campbell,7,20,2012,202
7/21/2012,11.4958125,NF Campbell,7,21,2012,203
7/22/2012,10.37136458,NF Campbell,7,22,2012,204
7/23/2012,9.566208333,NF Campbell,7,23,2012,205
7/24/2012,9.550729167,NF Campbell,7,24,2012,206
7/25/2012,10.29417708,NF Campbell,7,25,2012,207
7/26/2012,11.25625,NF Campbell,7,26,2012,208
7/27/2012,11.93229167,NF Campbell,7,27,2012,209
7/28/2012,11.78221875,NF Campbell,7,28,2012,210
7/29/2012,11.77404167,NF Campbell,7,29,2012,211
7/30/2012,10.79926042,NF Campbell,7,30,2012,212
7/31/2012,10.21442708,NF Campbell,7,31,2012,213
8/1/2012,10.21188542,NF Campbell,8,1,2012,214
8/2/2012,9.6090625,NF Campbell,8,2,2012,215
8/3/2012,9.46303125,NF Campbell,8,3,2012,216
8/4/2012,9.566375,NF Campbell,8,4,2012,217
8/5/2012,9.31115625,NF Campbell,8,5,2012,218
8/6/2012,9.394135417,NF Campbell,8,6,2012,219
8/7/2012,9.880989583,NF Campbell,8,7,2012,220
8/8/2012,10.00834375,NF Campbell,8,8,2012,221
8/9/2012,10.91451042,NF Campbell,8,9,2012,222
8/10/2012,11.5230625,NF Campbell,8,10,2012,223
8/11/2012,11.33410417,NF Campbell,8,11,2012,224
8/12/2012,11.90642708,NF Campbell,8,12,2012,225
8/13/2012,12.3454375,NF Campbell,8,13,2012,226
8/14/2012,11.52061458,NF Campbell,8,14,2012,227
8/15/2012,11.37332292,NF Campbell,8,15,2012,228
8/16/2012,11.4089375,NF Campbell,8,16,2012,229
8/17/2012,11.121125,NF Campbell,8,17,2012,230
8/18/2012,9.698375,NF Campbell,8,18,2012,231
8/19/2012,9.617958333,NF Campbell,8,19,2012,232
8/20/2012,9.778083333,NF Campbell,8,20,2012,233
8/21/2012,9.794583333,NF Campbell,8,21,2012,234
8/22/2012,10.21616667,NF Campbell,8,22,2012,235
8/23/2012,10.67128125,NF Campbell,8,23,2012,236
8/24/2012,9.327125,NF Campbell,8,24,2012,237
8/25/2012,9.948854167,NF Campbell,8,25,2012,238
8/26/2012,9.8475,NF Campbell,8,26,2012,239
8/27/2012,11.28422917,NF Campbell,8,27,2012,240
8/28/2012,9.307854167,NF Campbell,8,28,2012,241
8/29/2012,8.685458333,NF Campbell,8,29,2012,242
8/30/2012,9.385854167,NF Campbell,8,30,2012,243
7/1/2013,9.44,NF Campbell,7,1,2013,182
7/2/2013,9.47,NF Campbell,7,2,2013,183
7/3/2013,9.89,NF Campbell,7,3,2013,184
7/4/2013,9.18,NF Campbell,7,4,2013,185
7/5/2013,8.91,NF Campbell,7,5,2013,186
7/6/2013,9.51,NF Campbell,7,6,2013,187
7/7/2013,9.94,NF Campbell,7,7,2013,188
7/8/2013,11.06,NF Campbell,7,8,2013,189
7/9/2013,11.25,NF Campbell,7,9,2013,190
7/10/2013,12.23,NF Campbell,7,10,2013,191
7/11/2013,13.28,NF Campbell,7,11,2013,192
7/12/2013,13.38,NF Campbell,7,12,2013,193
7/13/2013,14.19,NF Campbell,7,13,2013,194
7/14/2013,13.51,NF Campbell,7,14,2013,195
7/15/2013,12.19,NF Campbell,7,15,2013,196
7/16/2013,12.57,NF Campbell,7,16,2013,197
7/17/2013,13.26,NF Campbell,7,17,2013,198
7/18/2013,13.82,NF Campbell,7,18,2013,199
7/19/2013,14.62,NF Campbell,7,19,2013,200
7/20/2013,14.79,NF Campbell,7,20,2013,201
7/21/2013,14.04,NF Campbell,7,21,2013,202
7/22/2013,14.33,NF Campbell,7,22,2013,203
7/23/2013,14.44,NF Campbell,7,23,2013,204
7/24/2013,15.05,NF Campbell,7,24,2013,205
7/25/2013,15.93,NF Campbell,7,25,2013,206
7/26/2013,15.46,NF Campbell,7,26,2013,207
7/27/2013,15.15,NF Campbell,7,27,2013,208
7/28/2013,15.01,NF Campbell,7,28,2013,209
7/29/2013,15.58,NF Campbell,7,29,2013,210
7/30/2013,15.81,NF Campbell,7,30,2013,211
7/31/2013,15.59,NF Campbell,7,31,2013,212
8/1/2013,14.62,NF Campbell,8,1,2013,213
8/2/2013,14.17,NF Campbell,8,2,2013,214
8/3/2013,13.9,NF Campbell,8,3,2013,215
8/4/2013,13.18,NF Campbell,8,4,2013,216
8/5/2013,12.98,NF Campbell,8,5,2013,217
8/6/2013,12.64,NF Campbell,8,6,2013,218
8/7/2013,11.95,NF Campbell,8,7,2013,219
8/8/2013,12.27,NF Campbell,8,8,2013,220
8/9/2013,12.02,NF Campbell,8,9,2013,221
8/10/2013,11.33,NF Campbell,8,10,2013,222
8/11/2013,11.27,NF Campbell,8,11,2013,223
8/12/2013,12.42,NF Campbell,8,12,2013,224
8/13/2013,12.99,NF Campbell,8,13,2013,225
8/14/2013,12.53,NF Campbell,8,14,2013,226
8/15/2013,12.01,NF Campbell,8,15,2013,227
8/16/2013,11.37,NF Campbell,8,16,2013,228
8/17/2013,11.51,NF Campbell,8,17,2013,229
8/18/2013,12.37,NF Campbell,8,18,2013,230
8/19/2013,11.34,NF Campbell,8,19,2013,231
8/20/2013,10.72,NF Campbell,8,20,2013,232
8/21/2013,10.62,NF Campbell,8,21,2013,233
8/22/2013,10.77,NF Campbell,8,22,2013,234
8/23/2013,10.88,NF Campbell,8,23,2013,235
8/24/2013,11.56,NF Campbell,8,24,2013,236
8/25/2013,10.41,NF Campbell,8,25,2013,237
8/26/2013,10.13,NF Campbell,8,26,2013,238
8/27/2013,10.42,NF Campbell,8,27,2013,239
8/28/2013,10.69,NF Campbell,8,28,2013,240
8/29/2013,10.47,NF Campbell,8,29,2013,241
8/30/2013,9.96,NF Campbell,8,30,2013,242
8/31/2013,9.65,NF Campbell,8,31,2013,243
7/1/2014,12.2485625,NF Campbell,7,1,2014,182
7/2/2014,12.99792708,NF Campbell,7,2,2014,183
7/3/2014,13.32476042,NF Campbell,7,3,2014,184
7/4/2014,13.83445833,NF Campbell,7,4,2014,185
7/5/2014,14.54932292,NF Campbell,7,5,2014,186
7/6/2014,13.2560625,NF Campbell,7,6,2014,187
7/7/2014,11.72204167,NF Campbell,7,7,2014,188
7/8/2014,12.14228125,NF Campbell,7,8,2014,189
7/9/2014,11.874625,NF Campbell,7,9,2014,190
7/10/2014,11.05708333,NF Campbell,7,10,2014,191
7/11/2014,10.9531875,NF Campbell,7,11,2014,192
7/12/2014,12.36847917,NF Campbell,7,12,2014,193
7/13/2014,12.17896875,NF Campbell,7,13,2014,194
7/14/2014,12.31510417,NF Campbell,7,14,2014,195
7/15/2014,12.29265625,NF Campbell,7,15,2014,196
7/16/2014,13.67184375,NF Campbell,7,16,2014,197
7/17/2014,13.71501042,NF Campbell,7,17,2014,198
7/18/2014,13.49602083,NF Campbell,7,18,2014,199
7/19/2014,13.63097917,NF Campbell,7,19,2014,200
7/20/2014,12.86122917,NF Campbell,7,20,2014,201
7/21/2014,12.426125,NF Campbell,7,21,2014,202
7/22/2014,12.85415625,NF Campbell,7,22,2014,203
7/23/2014,13.00777083,NF Campbell,7,23,2014,204
7/24/2014,13.0473125,NF Campbell,7,24,2014,205
7/25/2014,12.65078125,NF Campbell,7,25,2014,206
7/26/2014,12.12083333,NF Campbell,7,26,2014,207
7/27/2014,12.41955208,NF Campbell,7,27,2014,208
7/28/2014,12.26236458,NF Campbell,7,28,2014,209
7/29/2014,12.03848958,NF Campbell,7,29,2014,210
7/30/2014,13.28909375,NF Campbell,7,30,2014,211
7/31/2014,13.86775,NF Campbell,7,31,2014,212
8/1/2014,13.6990625,NF Campbell,8,1,2014,213
8/2/2014,13.81028125,NF Campbell,8,2,2014,214
8/3/2014,13.35372917,NF Campbell,8,3,2014,215
8/4/2014,12.91441667,NF Campbell,8,4,2014,216
8/5/2014,12.43346875,NF Campbell,8,5,2014,217
8/6/2014,12.89669792,NF Campbell,8,6,2014,218
8/7/2014,12.28051042,NF Campbell,8,7,2014,219
8/8/2014,11.4371875,NF Campbell,8,8,2014,220
8/9/2014,11.17589583,NF Campbell,8,9,2014,221
8/10/2014,12.31509375,NF Campbell,8,10,2014,222
8/11/2014,12.66019792,NF Campbell,8,11,2014,223
8/12/2014,12.02590625,NF Campbell,8,12,2014,224
8/13/2014,11.4360625,NF Campbell,8,13,2014,225
8/14/2014,11.42873958,NF Campbell,8,14,2014,226
8/15/2014,11.81896875,NF Campbell,8,15,2014,227
8/16/2014,11.21110417,NF Campbell,8,16,2014,228
8/17/2014,11.3868125,NF Campbell,8,17,2014,229
8/18/2014,12.50376042,NF Campbell,8,18,2014,230
8/19/2014,12.69720833,NF Campbell,8,19,2014,231
8/20/2014,12.9055,NF Campbell,8,20,2014,232
8/21/2014,12.7354375,NF Campbell,8,21,2014,233
8/22/2014,12.99242708,NF Campbell,8,22,2014,234
8/23/2014,11.92684375,NF Campbell,8,23,2014,235
8/24/2014,11.67016667,NF Campbell,8,24,2014,236
8/25/2014,11.56346875,NF Campbell,8,25,2014,237
8/26/2014,10.40119792,NF Campbell,8,26,2014,238
8/27/2014,11.07138542,NF Campbell,8,27,2014,239
8/28/2014,10.69003125,NF Campbell,8,28,2014,240
8/29/2014,11.0710625,NF Campbell,8,29,2014,241
8/30/2014,9.696427083,NF Campbell,8,30,2014,242
8/31/2014,9.092375,NF Campbell,8,31,2014,243
7/1/2015,12.95882292,NF Campbell,7,1,2015,182
7/2/2015,12.22679167,NF Campbell,7,2,2015,183
7/3/2015,13.44957292,NF Campbell,7,3,2015,184
7/4/2015,13.7390625,NF Campbell,7,4,2015,185
7/5/2015,14.16301042,NF Campbell,7,5,2015,186
7/6/2015,15.4879375,NF Campbell,7,6,2015,187
7/7/2015,14.32789583,NF Campbell,7,7,2015,188
7/8/2015,12.95926042,NF Campbell,7,8,2015,189
7/9/2015,13.06564583,NF Campbell,7,9,2015,190
7/10/2015,13.78895833,NF Campbell,7,10,2015,191
7/11/2015,14.46909375,NF Campbell,7,11,2015,192
7/12/2015,14.65716667,NF Campbell,7,12,2015,193
7/13/2015,14.35002083,NF Campbell,7,13,2015,194
7/14/2015,14.14679167,NF Campbell,7,14,2015,195
7/15/2015,14.0550625,NF Campbell,7,15,2015,196
7/16/2015,13.01388542,NF Campbell,7,16,2015,197
7/17/2015,12.34478125,NF Campbell,7,17,2015,198
7/18/2015,13.491,NF Campbell,7,18,2015,199
7/19/2015,14.68855208,NF Campbell,7,19,2015,200
7/20/2015,15.11976042,NF Campbell,7,20,2015,201
7/21/2015,14.4499375,NF Campbell,7,21,2015,202
7/22/2015,13.25589583,NF Campbell,7,22,2015,203
7/23/2015,13.99547917,NF Campbell,7,23,2015,204
7/24/2015,15.24784375,NF Campbell,7,24,2015,205
7/25/2015,15.60375,NF Campbell,7,25,2015,206
7/26/2015,14.65873958,NF Campbell,7,26,2015,207
7/27/2015,13.6306875,NF Campbell,7,27,2015,208
7/28/2015,13.93842708,NF Campbell,7,28,2015,209
7/29/2015,14.26516667,NF Campbell,7,29,2015,210
7/30/2015,14.32180208,NF Campbell,7,30,2015,211
7/31/2015,14.48175,NF Campbell,7,31,2015,212
8/1/2015,15.29091667,NF Campbell,8,1,2015,213
8/2/2015,15.88386458,NF Campbell,8,2,2015,214
8/3/2015,15.74084375,NF Campbell,8,3,2015,215
8/4/2015,15.86533333,NF Campbell,8,4,2015,216
8/5/2015,15.81023958,NF Campbell,8,5,2015,217
8/6/2015,15.44220833,NF Campbell,8,6,2015,218
8/7/2015,15.63761458,NF Campbell,8,7,2015,219
8/8/2015,15.54188542,NF Campbell,8,8,2015,220
8/9/2015,14.601375,NF Campbell,8,9,2015,221
8/10/2015,14.14572917,NF Campbell,8,10,2015,222
8/11/2015,13.67453125,NF Campbell,8,11,2015,223
8/12/2015,13.08116667,NF Campbell,8,12,2015,224
8/13/2015,13.12763542,NF Campbell,8,13,2015,225
8/14/2015,14.28102083,NF Campbell,8,14,2015,226
8/15/2015,12.96140625,NF Campbell,8,15,2015,227
8/16/2015,12.17733333,NF Campbell,8,16,2015,228
8/17/2015,12.19291667,NF Campbell,8,17,2015,229
8/18/2015,13.04447917,NF Campbell,8,18,2015,230
8/19/2015,12.79508333,NF Campbell,8,19,2015,231
8/20/2015,11.93384375,NF Campbell,8,20,2015,232
8/21/2015,11.592125,NF Campbell,8,21,2015,233
8/22/2015,11.12298958,NF Campbell,8,22,2015,234
8/23/2015,11.38491667,NF Campbell,8,23,2015,235
8/24/2015,11.22435417,NF Campbell,8,24,2015,236
8/25/2015,11.87073958,NF Campbell,8,25,2015,237
8/26/2015,11.98988542,NF Campbell,8,26,2015,238
8/27/2015,11.85001042,NF Campbell,8,27,2015,239
8/28/2015,10.021875,NF Campbell,8,28,2015,240
8/29/2015,9.017510417,NF Campbell,8,29,2015,241
8/30/2015,8.72371875,NF Campbell,8,30,2015,242
8/31/2015,8.52903125,NF Campbell,8,31,2015,243
7/15/2002,13.1,Ninilchik,7,15,2002,196
7/16/2002,13.86,Ninilchik,7,16,2002,197
7/17/2002,15.75,Ninilchik,7,17,2002,198
7/18/2002,14.23,Ninilchik,7,18,2002,199
